Complexname,Binders SMILES
2XA0_A_2_B,CN1CCC[C@H]1C(=O)N1CCC(COc2ccc(cc2Cl)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)CC1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cc(F)c(OCC4(F)CCOCC4)c(F)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4(F)CCOCC4)c(Cl)c3)c(Oc3cccc4[nH]cnc34)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OC[C@H]4CC[C@H](O)CC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OC[C@@H]4CCN(CC(F)F)C4)c(Cl)c3)c(Oc3cnc(N)c(Cl)c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(Cl)c3)c(Oc3cccc4[nH]ncc34)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OC[C@H]4CC[C@H](O)CC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OC[C@H]4CN(CC#N)CCO4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OC[C@@H]4CN(CC#N)CCO4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
3WN7_A_2_B,Cc1ccc(cc1CN1C[C@@H]2CCCCN2c2ncccc2S1(=O)=O)[C@H](CC(O)=O)c1ccc2n(nnc2c1C)C1CC1
3WN7_A_2_B,Cc1cnc(cc1CN1CC2(CC2)Oc2nc(OCCN3CCCCC3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)F)C(C)(C)C(O)=O
3WN7_A_2_B,Cc1ccc(cc1CN1CC2(COC2)Oc2ncccc2S1(=O)=O)[C@H](c1ccn2c(nnc2c1C)C1CC1)C(C)(C)C(O)=O
3WN7_A_2_B,Cc1ccc(cc1CN1CC2(COC2)Oc2ncccc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C1CC1)C(C)(C)C(O)=O
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4(F)CCOCC4)c(Cl)c3)c(Oc3cccc4[nH]ncc34)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC4CCOC(C)(C)C4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cc(Cl)c(NCC4CCOCC4)c(c3)C#N)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cccc(c3)C(=O)NCC3CCOCC3)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
1YCQ_A_2_B,CC[C@H]1[C@H](C)O[C@]23OC(=O)C[C@@]2(C)C[C@@H]([C@H](N13)c1ccc(Cl)cc1)c1cccc(Cl)c1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(Cl)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(Br)c3)c(Oc3cccc4[nH]ccc34)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCCN4CCOCC4)c(c3)C#N)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(NC4CCN(CC4)C4CCOCC4)c(Br)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
3WN7_A_2_B,Cc1cnc(cc1CN1CC2(CC2)Oc2nc(OCCN3CCCC3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)F)C(C)(C)C(O)=O
3WN7_A_2_B,Cc1cnc(cc1CN1CC2(CCOCC2)Oc2nc(OCCN3CCCC3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)F)C(C)(C)C(O)=O
3WN7_A_2_B,Cc1cnc2OC3(COC3)CN(Cc3cc(ccc3C)[C@@H](c3ccn4c(nnc4c3C)C(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2c1
3WN7_A_2_B,Cc1cnc(cc1CN1CC2(CCOCC2)Oc2nc(OCCN3CCCCC3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)F)C(C)(C)C(O)=O
1YCQ_A_2_B,CC(C)(O)c1cc2C(=O)N(Cc3ccc(Cl)cc3S(C)(=O)=O)[C@](OCC3(CC3)C(N)=O)(c2c(F)c1)c1ccc(Cl)cc1
1YCQ_A_2_B,CC(C)(O)c1cc2C(=O)N(Cc3ccc(Cl)cc3P(C)(C)=O)[C@](OCC3(CO)CC3)(c2c(F)c1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCCN4CCOCC4)c(c3)C#N)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
1YCR_A_2_B,C[C@H]1CC[C@H](Cn2c(nc3nc(nc(-c4cccc(Cl)c4)c23)-c2noc(=O)[nH]2)C(C)(F)c2ccccn2)CC1
1YCQ_A_2_B,C[C@@](O)(CO)c1cc2C(=O)N(Cc3ccc(Cl)cc3S(C)(=O)=O)[C@](OCC3(CO)CC3)(c2c(F)c1)c1ccc(Cl)cc1
1YCQ_A_2_B,C[C@](O)(CO)c1cc2C(=O)N(Cc3ccc(Cl)cc3S(C)(=O)=O)[C@](OCC3(CO)CC3)(c2c(F)c1)c1ccc(Cl)cc1
1YCR_A_2_B,C[C@H]1CC[C@H](Cn2c(nc3nc(nc(-c4cccc(Cl)c4)c23)-c2noc(=O)[nH]2)C(C)(F)c2ccccn2)CC1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc4nc[nH]c(=O)c4c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(c3)C#N)c(Oc3cnc4[nH]ccc4c3)c2)C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC4CCOC(C)(C)C4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC4COCCN4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
3WN7_A_2_B,Cc1cnc2OC3(COC3)CN(Cc3cc(ccc3C)[C@H](c3ccn4c(nnc4c3C)C3CC3)C(C)(C)C(O)=O)S(=O)(=O)c2c1
3WN7_A_2_B,Cc1ccc(cc1CN1CC2(COC2)Oc2ncccc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)F)C(C)(C)C(O)=O
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(O[C@@H]4CCN(C4)C(CF)CF)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)C#N)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
3WN7_A_2_B,Cc1ccc(cc1CN1CC2(CC2)Oc2ncc(Cl)cc2S1(=O)=O)C(CC(O)=O)c1ccn2c(nnc2c1C)C(F)F
3WN7_A_2_B,Cc1ccc(cc1CN1CC2(CC2)Oc2ncc(Cl)cc2S1(=O)=O)[C@@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)F
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(N[C@@H]4CCN(C4)C(CF)CF)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CCOC(=O)N1CCN(CC1)c1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1
2XA0_A_2_B,CO[C@@H]1CC[C@H](COc2ncc(cc2Cl)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)CC1
2XA0_A_2_B,CO[C@H]1CC[C@H](COc2ncc(cc2Cl)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)CC1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC4C[C@@H]5C[C@H]4[C@@H](O)[C@H]5O)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC4C[C@@H]5C[C@H]4[C@H](O)[C@@H]5O)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC4C[C@@H]5C[C@H]4C=C5)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OC[C@@H]4CC(F)(F)CN4C4COC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC4CCN(CC4)C(CF)CF)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
3WN7_A_2_B,Cc1cnc2OC3(CC3)CN(Cc3cc(cnc3C)[C@H](c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2c1
3WN7_A_2_B,Cc1ccc(cc1CN1CC2(COC2)Oc2ncccc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O
3WN7_A_2_B,Cc1cnc2OC3(CCOCC3)CN(Cc3cc(cnc3C)C(c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2c1
3WN7_A_2_B,Cc1cnc2OC3(CCOCC3)CN(Cc3cc(cnc3C)[C@H](c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2c1
3WN7_A_2_B,Cc1cnc2OC3(CC3)CN(Cc3cc(ncc3C)C(c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2c1
3WN7_A_2_B,Cc1cnc2OC3(CC3)CN(Cc3cc(ncc3C)[C@@H](c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2c1
3WN7_A_2_B,Cc1cnc(cc1CN1CC2(CC2)Oc2nc(OCCN3CCCC3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O
3WN7_A_2_B,Cc1cnc2OC3(CCOCC3)CN(Cc3cc(ncc3C)[C@@H](c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2c1
3WN7_A_2_B,Cc1cnc(cc1CN1CC2(CC2)Oc2nc(OCCN3CCCCC3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O
3WN7_A_2_B,Cc1cnc(cc1CN1CC2(CCOCC2)Oc2nc(OCCN3CCCC3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O
3WN7_A_2_B,Cc1ccc(cc1CN1CC2(CCOCC2)Oc2nc(CCC(N)=O)ccc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O
3WN7_A_2_B,Cc1ccc(cc1CN1CC2(CCOCC2)Oc2nc(CCC(=O)NC3CCC3)ccc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O
3WN7_A_2_B,Cc1cnc2OC3(COC3)CN(Cc3cc(ccc3C)[C@@H](c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2c1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4(F)CCOCC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
3WN7_A_2_B,Cc1ccc(cc1CN1C[C@@H]2CCCCN2c2ncccc2S1(=O)=O)C(CC(O)=O)c1ccc2n(nnc2c1C)C1CC1
2XA0_A_2_B,CN(C)CC(=O)N1CCO[C@H](COc2ncc(cc2Cl)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)C1
3WN7_A_2_B,Cc1ccc(cc1CN1C[C@@H]2CCCCN2c2ncccc2S1(=O)=O)C(CC(O)=O)c1ccc2n(nnc2c1C)C1CC1
2XA0_A_2_B,CN1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2ccc(Br)cc2-n2cc(cc2C)C(=O)N(c2ccc(O)cc2)c2ccc3n(C)ccc3c2)CC1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(NC4CCN(CC4)C4CCOCC4)c(Br)c3)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OC4CCC(CC4)N4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(NC4CCC(CC4)N4CCOCC4)c(Br)c3)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1
1YCR_A_2_B,C[C@H]1CC[C@H](Cn2c(nc3nc(nc(-c4cncc(Cl)c4)c23)C(O)=O)C(C)(F)c2ccccc2F)CC1
1YCR_A_2_B,C[C@H]1CC[C@H](Cn2c(nc3nc(nc(-c4cncc(Cl)c4)c23)C(O)=O)C(C)(F)c2ccccc2F)CC1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC4(F)CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1
3WN7_A_2_B,Cc1cnc2OC3(CC3)CN(Cc3cc(ccc3C)[C@@H](c3ccn4c(nnc4c3C)C3CC3)C(C)(C)C(O)=O)S(=O)(=O)c2c1
2XA0_A_2_B,CN1CCN(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc2NC(=O)Cc12)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OC[C@H]4CC[C@@](C)(O)CC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
1YCR_A_2_B,C[C@H]1CC[C@H](Cn2c(nc3nc(nc(-c4cncc(Cl)c4)c23)-c2noc(=O)[nH]2)C2(CC2)c2ccccc2F)CC1
2XA0_A_2_B,CN1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2ccc(Cl)cc2-n2cc(C(=O)N(c3ccc(O)cc3)c3ccc(F)cc3)c3ccccc23)CC1
2XA0_A_2_B,CN1CCN(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc2[nH]cc(Cl)c12)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC4COCCO4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1
1YCR_A_2_B,C[C@H]1CC[C@H](Cn2c(nc3nc(nc(-c4cncc(Cl)c4)c23)-c2noc(=O)[nH]2)C2OCCc3ccccc23)CC1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OC[C@H]4CC[C@](C)(O)CC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OC[C@H]4CC[C@@](C)(O)CC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,FC1(COc2ncc(cc2Cl)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC4(CC4)CC3)c3ccc(Cl)cc3)CC2)CCN(CC1)C1COC1
2XA0_A_2_B,Cc1cc(cn1-c1cc(Br)ccc1C(=O)N1Cc2ccccc2C[C@H]1CN1CCN(CC1)C1CCCC1)C(=O)N(c1ccc(O)cc1)c1ccc2[nH]ccc2c1
1YCR_A_2_B,C[C@H]1CC[C@H](Cn2c(nc3nc(nc(-c4cncc(Cl)c4)c23)-c2noc(=O)[nH]2)C2OCCc3ccccc23)CC1
2XA0_A_2_B,CN1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2cc3OCOc3cc2-n2cc(C(=O)N(c3ccc(O)c(F)c3)c3ccc4n(C)ccc4c3)c3ccccc23)CC1
2XA0_A_2_B,CCn1ccc2cc(ccc12)N(C(=O)c1cn(-c2cc3OCOc3cc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCN(C)CC2)c2ccccc12)c1ccc(O)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC4(F)CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cccc4NC(=O)Cc34)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CN1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2cc3OCOc3cc2-n2cc(C(=O)N(c3ccc(O)cc3)c3ccc(F)c(F)c3)c3ccccc23)CC1
2XA0_A_2_B,C[C@@]1(O)CC[C@H](COc2ncc(cc2Cl)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC4(CC4)CC3)c3ccc(Cl)cc3)CC2)CC1
2XA0_A_2_B,CN1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2cc3OCOc3cc2-n2cc(C(=O)N(c3ccc(O)cc3)c3ccc(C)c(F)c3)c3ccccc23)CC1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OC[C@@H]4CCN(C4)C(CF)CF)c(Cl)c3)c(Oc3cnc(N)c(Cl)c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cc(Cl)c(=N)n(COP(O)(O)=O)c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CN(C)CC(=O)N1CCC(F)(COc2ncc(cc2Cl)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc(N)c(Cl)c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)CC1
2XA0_A_2_B,Cn1ncc2cc(ccc12)N(C(=O)c1cc(-c2cc3OCOc3cc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n2CCCCc12)c1ccc(O)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
3WN7_A_2_B,Cc1ccc(cc1CN1C[C@@H]2COCCN2c2ncccc2S1(=O)=O)C(CC(O)=O)c1ccc2n(nnc2c1C)C1CC1
2XA0_A_2_B,CN1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2cc3OCOc3cc2-n2cc(C(=O)N(c3ccc(O)cc3)c3ccc(Cl)cc3)c3ccccc23)CC1
2XA0_A_2_B,CN1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2cc3OCOc3cc2-n2cc(C(=O)N(c3ccc(C)cc3)c3ccc(O)cc3)c3ccccc23)CC1
2XA0_A_2_B,CN1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2cc3OCOc3cc2-n2cc(C(=O)N(c3ccc(O)cc3)c3ccc(F)cc3)c3ccccc23)CC1
2XA0_A_2_B,CN1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2cc3OCOc3cc2-n2cc(C(=O)N(c3ccc(O)cc3)c3ccc4[nH]ccc4c3)c3ccccc23)CC1
2XA0_A_2_B,CN1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2cc3OCOc3cc2-n2cc(C(=O)N(c3ccc(O)cc3)c3ccc(O)cc3)c3ccccc23)CC1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4(F)CCOCC4)c(Cl)c3)c(Oc3cnc(N)c(Cl)c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,COc1ccc(Cn2nnc3c(Oc4cc(ccc4C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c(c4)[N+]([O-])=O)N4CCN(CC5=C(CC(C)(C)CC5)c5ccc(Cl)cc5)CC4)cccc23)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC4(F)CCN(CC4)C4CC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CN(C)CCCc1c[nH]c2cccc(Oc3cc(ccc3C(=O)NS(=O)(=O)c3ccc(NN4CCN(C)CC4)c(c3)[N+]([O-])=O)N3CCN(CC4=C(CC(C)(C)CC4)c4ccc(Cl)cc4)CC3)c12
2XA0_A_2_B,CN1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2cc3OCOc3cc2-n2cc(C(=O)N(c3ccc(O)cc3)c3ccc4sccc4c3)c3ccccc23)CC1
2XA0_A_2_B,CCN1CCOCC1COc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cc2cc[nH]c2cc1F)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1
2XA0_A_2_B,CN1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2cc3OCOc3cc2-n2cc(C(=O)N(c3ccc(O)cc3)c3ccc4occc4c3)c3ccccc23)CC1
2XA0_A_2_B,CN1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2cc3OCOc3cc2-n2cc(C(=O)N(c3ccc(O)cc3)c3ccc4n(C)ccc4c3)c3ccccc23)CC1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC#CCN4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CN1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2cc3OCOc3cc2-n2cc(C(=O)N(c3ccc(O)cc3)c3ccc(OC(F)(F)F)cc3)c3ccccc23)CC1
2XA0_A_2_B,CC(C)n1ccc2cc(ccc12)N(C(=O)c1cn(-c2cc3OCOc3cc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCN(C)CC2)c2ccccc12)c1ccc(O)cc1
1YCR_A_2_B,COC(C)(C1CCCC1)c1nc2nc(nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)-c1n[nH]c(=O)o1
3WN7_A_2_B,Cc1ccc(cc1CN1C[C@@]2(CCOC2)Oc2ncccc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O
