Complexname,Binders SMILES
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC4(F)CCN(CC4)C4COC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
3WN7_A_2_M,C[C@@H]([C@H](c1ccc(C)c(CN2CC3(CC3)Oc3ncccc3S2(=O)=O)c1)c1ccn2c(nnc2c1C)C(F)(F)F)C(O)=O
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cccc4NC(=O)Cc34)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)N(=O)=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
3UVW_A_2_B,CN(C)CCNC(=O)c1cccc(Oc2ccc(cc2-c2cn(C)c(=O)c3[nH]ccc23)S(C)(=O)=O)c1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)[C@H](CC(O)=O)c1ccc(C)c(CN2C[C@@H]3CCCCN3c3ncccc3S2(=O)=O)c1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)[C@@H](CC(O)=O)c1ccc(C)c(CN2C[C@@H]3CCCCN3c3ncccc3S2(=O)=O)c1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)N(=O)=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)C(CC(O)=O)c1ccc(C)c(CN2C[C@@H]3CCCCN3c3ncccc3S2(=O)=O)c1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)N(=O)=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CO[C@H]1CC[C@H](CNc2ccc(cc2[N+]([O-])=O)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)CC1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)[C@H](CC(O)=O)c1ccc(C)c(CN2C[C@@H]3COCCN3c3ncccc3S2(=O)=O)c1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)[C@@H](CC(O)=O)c1ccc(C)c(CN2C[C@@H]3COCCN3c3ncccc3S2(=O)=O)c1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)N(=O)=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)N(=O)=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)N(=O)=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
3WN7_A_2_M,Cc1ccc(cc1CN1CC2(CC2)Oc2nc(OCCN3CCC(F)CC3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)N(=O)=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
3WN7_A_2_M,Cc1ccc(cc1CN1CC2(CC2)Oc2nc(OCCN3CCCC3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C1CC1)C(C)(C)C(O)=O
3WN7_A_2_M,Cc1ccc(cc1CN1CC2(CC2)Oc2ncccc2S1(=O)=O)[C@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)C(CC(O)=O)c1ccc(C)c(CN2C[C@@H]3COCCN3c3ncccc3S2(=O)=O)c1
3WN7_A_2_M,Cc1ccc(cc1CN1CC2(CC2)Oc2ncccc2S1(=O)=O)[C@@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F
3WN7_A_2_M,Cc1ccc(cc1CN1C[C@]2(C)CCCN2c2ncccc2S1(=O)=O)C(CC(O)=O)c1ccc2n(CC3CC3)nnc2c1C
2XA0_A_2_B,[O-][N+](=O)c1cc(ccc1NCC1COCCO1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CC3(CCC3)CC2)c2ccc(Cl)cc2)CC1
3WN7_A_2_M,Cc1ccc(cc1CN1C[C@]2(C)CCCN2c2ncccc2S1(=O)=O)[C@@H](CC(O)=O)c1ccc2n(CC3CC3)nnc2c1C
2XA0_A_2_B,CNc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CC3(CCC3)CC2)c2ccc(Cl)cc2)CC1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)C(CC(O)=O)c1ccc(C)c(CN2C[C@H]3CCCN3c3ncccc3S2(=O)=O)c1
2XA0_A_2_B,[O-][N+](=O)c1cc(ccc1NCC1COCCO1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CC3(COC3)CC2)c2ccc(Cl)cc2)CC1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)[C@H](CC(O)=O)c1ccc(C)c(CN2C[C@H]3COCCN3c3ncccc3S2(=O)=O)c1
3UVW_A_2_B,Cn1cc(-c2cc(ccc2Oc2cccc(c2)C(=O)NC2CCCCC2)S(C)(=O)=O)c2cc[nH]c2c1=O
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)C(CC(O)=O)c1ccc(C)c(CN2C[C@H]3CCCCN3c3ncccc3S2(=O)=O)c1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)[C@@H](CC(O)=O)c1ccc(C)c(CN2C[C@H]3CCCCN3c3ncccc3S2(=O)=O)c1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(Cc5cscn5)CC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC4(F)CCN(CC4)C4CC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
3D9T_A_2_D,CC[C@H](NC)C(=O)N[C@H]1[C@@H](CO)CC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H](C(=O)NCCOCCOCCOCCNC(=O)COCC(=O)NC[C@H]1CC[C@H]2CC[C@H](N2C(=O)[C@H]1NC(=O)[C@H](CC)NC)C(=O)NC(c1ccccc1)c1ccccc1)c1ccccc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]cc(Cl)c4c3)c2)=C(C1)c1ccc(Cl)cc1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)C(CC(O)=O)c1ccc(C)c(CN2C[C@@H]3CCCN3c3ncccc3S2(=O)=O)c1
2XA0_A_2_B,COCCNc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cc2cc[nH]c2cc1F)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC[C@H]4CCCOC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC[C@@H]4CCCOC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCCN4CCNC(=O)C4)c(c3)[N+]([O-])=O)c(Oc3cc(F)cc4[nH]ccc34)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC(N1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)c(Oc2cc3cc[nH]c3cc2F)c1)C1=C(CC(C)(C)CC1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NN4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4(N)CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CN1CCN(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cc2cc[nH]c2cc1Cl)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1
2XA0_A_2_B,CN1CCN(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cc2cc[nH]c2c(F)c1F)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4c(F)c3F)c2)=C(C1)c1ccc(Cl)cc1
3D9T_A_2_D,CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1)C(=O)Nc1ccc(NC(=O)N2CC[C@H]3CC[C@H](N3C(=O)[C@H](C2)NC(=O)[C@H](C)NC)C(=O)NC(c2ccccc2)c2ccccc2)cc1
3D9T_A_2_D,CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1)C(=O)Nc1ccc(Cc2ccc(NC(=O)N3CC[C@H]4CC[C@H](N4C(=O)[C@H](C3)NC(=O)[C@H](C)NC)C(=O)NC(c3ccccc3)c3ccccc3)cc2)cc1
3D9T_A_2_D,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]1C[C@@H]2CC[C@H]1N(CCc1ccccc1)C2
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4(CO)CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CO)C4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCCN4CCNC(=O)C4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4c(F)c3F)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCCN4CCNC(=O)C4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)[C@H](CC(O)=O)c1ccc(C)c(CN2C[C@H]3CCCCN3c3ncccc3S2(=O)=O)c1
2XA0_A_2_B,CN1CCN(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cc2cc[nH]c2cc1F)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)[C@@H](CC(O)=O)c1ccc(C)c(CN2C[C@H]3CCCN3c3ncccc3S2(=O)=O)c1
2XA0_A_2_B,[O-][N+](=O)c1cc(ccc1NC[C@H]1COCCO1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CC3(CCC3)CC2)c2ccc(Cl)cc2)CC1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)[C@H](CC(O)=O)c1ccc(C)c(CN2C[C@H]3CCCN3c3ncccc3S2(=O)=O)c1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)C(CC(O)=O)c1ccc(C)c(CN2C[C@H]3COCCN3c3ncccc3S2(=O)=O)c1
3WN7_A_2_M,COCCCNc1ccc2c(OC3(CC3)CN(Cc3cc(ccc3C)[C@H](CC(O)=O)c3ccn4c(nnc4c3C)C(F)(F)F)S2(=O)=O)n1
3WN7_A_2_M,CN(CCCO)c1ccc2c(OC3(CC3)CN(Cc3cc(ccc3C)[C@H](CC(O)=O)c3ccn4c(nnc4c3C)C(F)(F)F)S2(=O)=O)n1
3WN7_A_2_M,CN(CCO)c1ccc2c(OC3(CC3)CN(Cc3cc(ccc3C)[C@H](CC(O)=O)c3ccn4c(nnc4c3C)C(F)(F)F)S2(=O)=O)n1
3WN7_A_2_M,Cc1ccc(cc1CN1CC2(CC2)Oc2nc(NCCN3CCOCC3)ccc2S1(=O)=O)[C@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F
3WN7_A_2_M,Cc1ccc(cc1CN1CC2(CC2)Oc2nc(NCCN3CCCCC3)ccc2S1(=O)=O)[C@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F
3WN7_A_2_M,Cc1cnc2OC3(CC3)CN(Cc3cc(ccc3C)[C@@H](c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2c1
3WN7_A_2_M,C[C@@H](CCO)Nc1nc2OC3(CCOCC3)CN(Cc3cc(ccc3C)[C@H](c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2cc1C
3WN7_A_2_M,C[C@@H](Nc1nc2OC3(CCOCC3)CN(Cc3cc(ccc3C)[C@H](c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2cc1C)C(C)(C)O
3WN7_A_2_M,Cc1ccc(cc1CN1CC2(CCOCC2)Oc2nc(NC3C[C@H](O)C3)c(C)cc2S1(=O)=O)[C@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O
3WN7_A_2_M,Cc1ccc(cc1CN1CC2(CCOCC2)Oc2nc(OCCN3CCCCC3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O
3WN7_A_2_M,Cc1ccc(cc1CN1CC2(CCOCC2)Oc2nc(OCCN3CCCCC3)ccc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)[C@@H](CC(O)=O)c1ccc(C)c(CN2C[C@H]3COCCN3c3ncccc3S2(=O)=O)c1
3WN7_A_2_M,Cc1ccc(cc1CN1CC2(CC2)Oc2nc(NCCCO)ccc2S1(=O)=O)[C@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)[C@H](CC(O)=O)c1ccc(C)c(CN2C[C@H]3COCCN3c3ncccc3S2(=O)=O)c1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)C(CC(O)=O)c1ccc(C)c(CN2C[C@@H]3COCCN3c3ncccc3S2(=O)=O)c1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)[C@@H](CC(O)=O)c1ccc(C)c(CN2C[C@@H]3COCCN3c3ncccc3S2(=O)=O)c1
3WN7_A_2_M,Cc1ccc(cc1CN1CC2(CC2)Oc2nc(NCCN3CCCCC3)ccc2S1(=O)=O)[C@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)[C@H](CC(O)=O)c1ccc(C)c(CN2C[C@@H]3COCCN3c3ncccc3S2(=O)=O)c1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)C(CC(O)=O)c1ccc(C)c(CN2C[C@@H]3CCCCN3c3ncccc3S2(=O)=O)c1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)[C@@H](CC(O)=O)c1ccc(C)c(CN2C[C@@H]3CCCCN3c3ncccc3S2(=O)=O)c1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)[C@H](CC(O)=O)c1ccc(C)c(CN2C[C@@H]3CCCCN3c3ncccc3S2(=O)=O)c1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)C(CC(O)=O)c1ccc(C)c(CN2C[C@H]3CCCCN3c3ncccc3S2(=O)=O)c1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)[C@@H](CC(O)=O)c1ccc(C)c(CN2C[C@H]3CCCCN3c3ncccc3S2(=O)=O)c1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)[C@H](CC(O)=O)c1ccc(C)c(CN2C[C@H]3CCCCN3c3ncccc3S2(=O)=O)c1
3WN7_A_2_M,Cc1ccc(cc1CN1CC2(CC2)Oc2nc(O)ccc2S1(=O)=O)[C@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F
3WN7_A_2_M,Cc1ccc(cc1CN1CC2(CC2)Oc2nc(NCCO)ccc2S1(=O)=O)[C@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F
2XA0_A_2_B,[O-][N+](=O)c1cccc(c1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CC3(CCC3)CC2)c2ccc(Cl)cc2)CC1
3WN7_A_2_M,Cc1ccc(cc1CN1CC2(CCOCC2)Oc2nc(NC3C[C@H](O)C3)c(C)cc2S1(=O)=O)[C@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O
2XA0_A_2_B,[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CC3(CCC3)CC2)c2ccc(Cl)cc2)CC1
2XA0_A_2_B,[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CC3(COC3)CC2)c2ccc(Cl)cc2)CC1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)[C@@H](CC(O)=O)c1ccc(C)c(CN2C[C@H]3COCCN3c3ncccc3S2(=O)=O)c1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)C(CC(O)=O)c1ccc(C)c(CN2C[C@H]3COCCN3c3ncccc3S2(=O)=O)c1
3WN7_A_2_M,Cc1ccc(cc1CN1CC2(CCOCC2)Oc2nc(OCCN3CCCCC3)ccc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O
3WN7_A_2_M,Cc1ccc(cc1CN1CC2(CCOCC2)Oc2nc(OCCN3CCOCC3)ccc2S1(=O)=O)C(c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O
3WN7_A_2_M,Cc1ccc(cc1CN1CC2(CCOCC2)Oc2nc(OCCN3CCOCC3)ccc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O
3WN7_A_2_M,Cc1ccc(cc1CN1CC2(CCOCC2)Oc2nc(OCCCO)ccc2S1(=O)=O)C(c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O
3WN7_A_2_M,Cc1ccc(cc1CN1CC2(CCOCC2)Oc2nc(OCCCO)ccc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O
3WN7_A_2_M,Cc1ccc(cc1CN1CC2(CCOCC2)Oc2nc(OCCCO)ccc2S1(=O)=O)[C@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O
3WN7_A_2_M,Cc1ccc(cc1CN1CC2(CCOCC2)Oc2nc(OCCN3CCCCC3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O
3WN7_A_2_M,Cc1cnc2OC3(CC3)CN(Cc3cc(ccc3C)[C@@H](CC(O)=O)c3ccn4c(nnc4c3C)C(F)(F)F)S(=O)(=O)c2c1
3WN7_A_2_M,Cc1ccc(cc1CN1CC2(CC2)Oc2nc(Cl)ccc2S1(=O)=O)[C@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F
3WN7_A_2_M,Cc1ccc(cc1CN1CC2CCCN2c2ncccc2S1(=O)=O)C(CC(O)=O)c1ccc2n(CC3CC3)nnc2c1C(F)F
3WN7_A_2_M,Cc1ccc(cc1CN1CC2CCCN2c2ncccc2S1(=O)=O)[C@H](CC(O)=O)c1ccc2n(CC3CC3)nnc2c1C(F)F
3WN7_A_2_M,Cc1ccc(cc1CN1CC2CCCN2c2ncccc2S1(=O)=O)[C@@H](CC(O)=O)c1ccc2n(CC3CC3)nnc2c1C(F)F
3WN7_A_2_M,Cc1ccc(cc1CN1CC2CCCN2c2ncccc2S1(=O)=O)C(CC(O)=O)c1ccc2n(C)nnc2c1C(F)F
3WN7_A_2_M,Cc1ccc(cc1CN1CC2CCCN2c2ncccc2S1(=O)=O)[C@H](CC(O)=O)c1ccc2n(C)nnc2c1C(F)F
3WN7_A_2_M,Cc1ccc(cc1CN1CC2CCCN2c2ncccc2S1(=O)=O)[C@H](CC(O)=O)c1ccc2n(C)nnc2c1C(F)F
3WN7_A_2_M,CN1c2ncccc2S(=O)(=O)N(Cc2cc(ccc2C)C(CC(O)=O)c2ccc3n(CC4CC4)nnc3c2C)CC11CC1
3WN7_A_2_M,C[C@@H](Nc1nc2OC3(CCOCC3)CN(Cc3cc(ccc3C)[C@H](c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2cc1C)C(C)(C)O
3WN7_A_2_M,CN1c2ncccc2S(=O)(=O)N(Cc2cc(ccc2C)[C@@H](CC(O)=O)c2ccc3n(CC4CC4)nnc3c2C)CC11CC1
3WN7_A_2_M,C[C@@H](CCO)Nc1nc2OC3(CCOCC3)CN(Cc3cc(ccc3C)[C@H](c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2cc1C
3WN7_A_2_M,Cc1ccc(cc1CN1C[C@@]2(C)CCCN2c2ncccc2S1(=O)=O)[C@@H](CC(O)=O)c1ccc2n(CC3CC3)nnc2c1C
2XA0_A_2_B,COCCNc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cc(F)cc2[nH]ccc12)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)[C@@H](CC(O)=O)c1ccc(C)c(CN2C[C@@H]3CCCN3c3ncccc3S2(=O)=O)c1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)[C@@H](CC(O)=O)c1ccc(C)c(CN2C[C@@H]3CCCN3c3ncccc3S2(=O)=O)c1
2XA0_A_2_B,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)N(=O)=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
3WN7_A_2_M,C[C@@H](CN1CCCCC1)Nc1nc2OC3(CC3)CN(Cc3cc(ccc3C)[C@H](c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2cc1C
3WN7_A_2_M,Cc1ccc(cc1CN1CC(C)(C)Oc2ncccc2S1(=O)=O)C(CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F
1NW9_A_2_B,CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1)C(=O)Nc1ccc(Cc2ccc(NC(=O)N3CC[C@H]4CC[C@H](N4C(=O)[C@H](C3)NC(=O)[C@H](C)NC)C(=O)NC(c3ccccc3)c3ccccc3)cc2)cc1
1NW9_A_2_B,CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1)C(=O)Nc1cccc(NC(=O)N2CC[C@H]3CC[C@H](N3C(=O)[C@H](C2)NC(=O)[C@H](C)NC)C(=O)NC(c2ccccc2)c2ccccc2)c1
1NW9_A_2_B,CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1)C(=O)Nc1ccc(Cc2ccc(NC(=O)N3CC[C@H]4CC[C@H](N4C(=O)[C@H](C3)NC(=O)[C@H](C)NC)C(=O)NC(c3ccccc3)c3ccccc3)cc2)cc1
1NW9_A_2_B,CN[C@@H](C)C(=O)N[C@@H](Cc1ccc(\C=C\c2ccc(cc2)C(=O)NC2CC(N(C2)C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C(=O)N[C@@H]2CCCc3ccccc23)cc1)C(=O)N1Cc2ccccc2CC1C(=O)N[C@@H]1CCCc2ccccc12
2E3K_A_2_B,Cc1sc-2c(c1C)C(=N[C@@H](CC(=O)Nc1ccc(O)cc1)c1nnc(C)n-21)c1ccc(Cl)cc1
2E3K_A_2_B,Cc1sc-2c(c1C)C(=N[C@@H](CC(=O)Nc1ccc(O)cc1)c1nnc(C)n-21)c1ccc(Cl)cc1
